Exercise ID,Name,GIF URL,Instructions,Target Muscles,Body Parts,Equipments,Secondary Muscles
IeTIEqg,barbell front chest squat,https://cdn-exercisedb.vercel.app/api/v1/images/IeTIEqg.gif,"Step:1 Start by standing with your feet shoulder-width apart, toes slightly turned out. Step:2 Hold the barbell in front of your chest with your hands shoulder-width apart, elbows pointing forward. Step:3 Engage your core and keep your chest up as you lower your body down into a squat position, pushing your hips back and bending your knees. Step:4 Lower until your thighs are parallel to the ground, or as low as you can comfortably go. Step:5 Pause for a moment at the bottom, then push through your heels to return to the starting position. Step:6 Repeat for the desired number of repetitions.",glutes,upper legs,barbell,"quadriceps, hamstrings, calves, core"
2IHEa2T,barbell floor calf raise,https://cdn-exercisedb.vercel.app/api/v1/images/2IHEa2T.gif,"Step:1 Place a barbell on the floor in front of you. Step:2 Stand with the balls of your feet on the edge of the barbell, with your heels hanging off. Step:3 Hold onto a stable object for balance if needed. Step:4 Raise your heels as high as possible, using your calves to lift your body. Step:5 Pause for a moment at the top, then slowly lower your heels back down to the starting position. Step:6 Repeat for the desired number of repetitions.",calves,lower legs,barbell,hamstrings
IENzBdA,barbell drag curl,https://cdn-exercisedb.vercel.app/api/v1/images/IENzBdA.gif,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing up. Step:2 Let the barbell hang at arm's length in front of your thighs. Step:3 Keeping your upper arms stationary, curl the barbell up towards your chest by contracting your biceps. Step:4 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. Step:5 Repeat for the desired number of repetitions.",biceps,upper arms,barbell,forearms
Hj4FOCd,barbell decline wide-grip pullover,https://cdn-exercisedb.vercel.app/api/v1/images/Hj4FOCd.gif,"Step:1 Lie on a decline bench with your head lower than your hips and your feet secured. Step:2 Hold a barbell with a wide grip and extend your arms straight above your chest. Step:3 Lower the barbell behind your head in a controlled manner, keeping your arms straight. Step:4 Pause for a moment, then raise the barbell back to the starting position. Step:5 Repeat for the desired number of repetitions.",lats,back,barbell,"triceps, chest"
hl8DUh8,barbell decline wide-grip press,https://cdn-exercisedb.vercel.app/api/v1/images/hl8DUh8.gif,"Step:1 Lie on a decline bench with your feet secured and your head lower than your hips. Step:2 Grasp the barbell with a wide grip, slightly wider than shoulder-width apart. Step:3 Lower the barbell to your chest, keeping your elbows out to the sides. Step:4 Push the barbell back up to the starting position, fully extending your arms. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,barbell,"triceps, shoulders"
9sgNE2O,barbell decline pullover,https://cdn-exercisedb.vercel.app/api/v1/images/9sgNE2O.gif,"Step:1 Lie down on a decline bench with your head lower than your hips and your feet secured. Step:2 Hold the barbell with a pronated grip (palms facing away from you) and your hands slightly wider than shoulder-width apart. Step:3 Extend your arms above your chest, keeping a slight bend in your elbows. Step:4 Lower the barbell in an arc motion behind your head, feeling a stretch in your chest and shoulders. Step:5 Pause for a moment, then return the barbell to the starting position by reversing the motion. Step:6 Repeat for the desired number of repetitions.",pectorals,chest,barbell,"triceps, shoulders"
LMGXZn8,barbell decline close grip to skull press,https://cdn-exercisedb.vercel.app/api/v1/images/LMGXZn8.gif,"Step:1 Lie on a decline bench with your head lower than your feet and hold a barbell with a close grip. Step:2 Lower the barbell towards your forehead by bending your elbows, keeping your upper arms stationary. Step:3 Pause for a moment, then extend your arms to press the barbell back up to the starting position. Step:4 Repeat for the desired number of repetitions.",triceps,upper arms,barbell,"chest, shoulders"
hMEptv0,barbell decline bent arm pullover,https://cdn-exercisedb.vercel.app/api/v1/images/hMEptv0.gif,"Step:1 Lie down on a decline bench with your head lower than your hips and your feet secured. Step:2 Hold a barbell with a pronated grip (palms facing away from you) and extend your arms straight above your chest. Step:3 Lower the barbell behind your head in a controlled manner, keeping your arms slightly bent. Step:4 Pause for a moment, then raise the barbell back to the starting position by contracting your lats. Step:5 Repeat for the desired number of repetitions.",lats,back,barbell,"triceps, chest"
GrO65fd,barbell decline bench press,https://cdn-exercisedb.vercel.app/api/v1/images/GrO65fd.gif,"Step:1 Lie on a decline bench with your feet secured and your head lower than your hips. Step:2 Grasp the barbell with an overhand grip slightly wider than shoulder-width apart. Step:3 Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in. Step:4 Pause for a moment at the bottom, then push the barbell back up to the starting position. Step:5 Repeat for the desired number of repetitions.",pectorals,chest,barbell,"triceps, shoulders"
ila4NZS,barbell deadlift,https://cdn-exercisedb.vercel.app/api/v1/images/ila4NZS.gif,"Step:1 Stand with your feet shoulder-width apart and the barbell on the ground in front of you. Step:2 Bend your knees and hinge at the hips to lower your torso and grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Step:3 Keep your back straight and chest lifted as you drive through your heels to lift the barbell off the ground, extending your hips and knees. Step:4 As you stand up straight, squeeze your glutes and keep your core engaged. Step:5 Lower the barbell back down to the ground by bending at the hips and knees, keeping your back straight. Step:6 Repeat for the desired number of repetitions.",glutes,upper legs,barbell,"hamstrings, lower back"
25GPyDY,barbell curl,https://cdn-exercisedb.vercel.app/api/v1/images/25GPyDY.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing forward. Step:2 Keep your elbows close to your torso and exhale as you curl the weights while contracting your biceps. Step:3 Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level. Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. Step:5 Inhale as you slowly begin to lower the bar back to the starting position. Step:6 Repeat for the desired number of repetitions.",biceps,upper arms,barbell,forearms
J6Dx1Mu,barbell close-grip bench press,https://cdn-exercisedb.vercel.app/api/v1/images/J6Dx1Mu.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. Step:2 Grasp the barbell with a close grip, slightly narrower than shoulder-width apart. Step:3 Unrack the barbell and lower it slowly towards your chest, keeping your elbows close to your body. Step:4 Pause for a moment when the barbell touches your chest. Step:5 Push the barbell back up to the starting position, fully extending your arms. Step:6 Repeat for the desired number of repetitions.",triceps,upper arms,barbell,"chest, shoulders"
qi996YS,barbell clean-grip front squat,https://cdn-exercisedb.vercel.app/api/v1/images/qi996YS.gif,"Step:1 Start by standing with your feet shoulder-width apart and the barbell resting on your upper chest, with your elbows pointing forward. Step:2 Lower your body by bending your knees and pushing your hips back, as if you are sitting back into a chair. Step:3 Keep your chest up and your back straight as you lower down, making sure your knees do not go past your toes. Step:4 Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go. Step:5 Pause for a moment at the bottom, then push through your heels to stand back up, extending your hips and knees. Step:6 Repeat for the desired number of repetitions.",glutes,upper legs,barbell,"quadriceps, hamstrings, calves, core"
SGY8Zui,barbell clean and press,https://cdn-exercisedb.vercel.app/api/v1/images/SGY8Zui.gif,"Step:1 Stand with your feet shoulder-width apart and the barbell on the floor in front of you. Step:2 Bend your knees and hinge at the hips to lower down and grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart. Step:3 Drive through your heels and extend your hips and knees to lift the barbell off the floor, keeping it close to your body. Step:4 As the barbell reaches your thighs, explosively extend your hips, shrug your shoulders, and pull the barbell up towards your chest. Step:5 As the barbell reaches chest height, quickly drop under it and catch it at shoulder level, with your elbows pointing forward and your palms facing up. Step:6 From the catch position, press the barbell overhead by extending your arms and pushing the barbell straight up. Step:7 Lower the barbell back down to the starting position and repeat for the desired number of repetitions.",quads,upper legs,barbell,"hamstrings, glutes, shoulders, triceps"
aee2Fcj,barbell biceps curl (with arm blaster),https://cdn-exercisedb.vercel.app/api/v1/images/aee2Fcj.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing up. Step:2 Place your upper arms against the arm blaster, keeping your elbows close to your torso. Step:3 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. Step:4 Continue to raise the barbell until your biceps are fully contracted and the bar is at shoulder level. Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. Step:6 Inhale and slowly begin to lower the barbell back to the starting position. Step:7 Repeat for the desired number of repetitions.",biceps,upper arms,barbell,forearms
